날짜,제목,발표자,소속,원제목,링크
2025-08-26,Scaling AI in Education: A Khanmigo case study: Shawn Jansepar,,,Scaling AI in Education: A Khanmigo case study: Shawn Jansepar,https://youtu.be/3E7VAZaTG9M
2025-08-26,Cohere for VPs of AI: Vivek Muppalla,,,Cohere for VPs of AI: Vivek Muppalla,https://youtu.be/u3NofYYstaY
2025-08-26,Mastering LLM Inference Optimization From Theory to Cost Effective Deployment: Mark Moyou,,,Mastering LLM Inference Optimization From Theory to Cost Effective Deployment: Mark Moyou,https://youtu.be/9tvJ_GYJA-o
2025-08-26,Navigating Challenges and Technical Debt in LLMs Deployment: Ahmed Menshawy,,,Navigating Challenges and Technical Debt in LLMs Deployment: Ahmed Menshawy,https://youtu.be/IbJ40EwaNlM
2025-08-26,LLM Safeguards: Security Privacy Compliance Anti Hallucination: Daniel Whitenack,,,LLM Safeguards: Security Privacy Compliance Anti Hallucination: Daniel Whitenack,https://youtu.be/jdeMJJ_oNYg
2025-08-26,Cooking with fire without burning down the kitchen: Dominik Kundel,,,Cooking with fire without burning down the kitchen: Dominik Kundel,https://youtu.be/AVjrkXGnF2M
2025-08-26,E-Values Evaluating the Values of AI: Sheila Gulati and Nischal Nadhamuni,,,E-Values Evaluating the Values of AI: Sheila Gulati and Nischal Nadhamuni,https://youtu.be/mpzktdYTcdE
2025-08-26,Hiring & Building an AI Engineering Team: Dr. Bryan Bischof,,,Hiring & Building an AI Engineering Team: Dr. Bryan Bischof,https://youtu.be/IxXMKT2FDRk
2025-08-26,RAG for VPs of AI: Jerry Liu,,,RAG for VPs of AI: Jerry Liu,https://youtu.be/KJsUHnwSvTY
2025-08-26,AI Platform Engineering: Patrick Debois,,,AI Platform Engineering: Patrick Debois,https://youtu.be/5qNXdLbEdew
2025-08-26,Real ROI: Lessons from Enterprises that have already succeeded with LLMs at Scale: Raza Habib,,,Real ROI: Lessons from Enterprises that have already succeeded with LLMs at Scale: Raza Habib,https://youtu.be/khcMErjUB8k
2025-08-26,Understanding AI Stakes to Break Production Code: Philip Rathle,,,Understanding AI Stakes to Break Production Code: Philip Rathle,https://youtu.be/gWLVu9OGvBg
2025-08-26,The ROI of AI: Why you need Eval Framework,Beyang Liu,,The ROI of AI: Why you need Eval Framework - Beyang Liu,https://youtu.be/0oTlgBfzNJ0
2025-08-26,AI Frontiers in Trust and Safety Combatting Multifaceted Harm on Tinder at Scale: Vibhor Kumar,,,AI Frontiers in Trust and Safety Combatting Multifaceted Harm on Tinder at Scale: Vibhor Kumar,https://youtu.be/kwnCvA9l-TY
2025-08-26,Enhancing Quality and Security in CI: Gunjan Patel,,,Enhancing Quality and Security in CI: Gunjan Patel,https://youtu.be/prttz9_1XDc
2025-08-26,Iterating on LLM apps at scale Learnings from Discord: Ian Webster,,,Iterating on LLM apps at scale Learnings from Discord: Ian Webster,https://youtu.be/OrtBEBLMXdM
2025-08-26,Decoding Mistral AI's Large Language Models: Devendra Chaplot,,,Decoding Mistral AI's Large Language Models: Devendra Chaplot,https://youtu.be/AUuktOQPWYg
2025-08-26,The AI emperor has no DAUs why most devs still don't use code AI: Quinn Slack,,,The AI emperor has no DAUs why most devs still don't use code AI: Quinn Slack,https://youtu.be/Up6WVA07QdE
2025-08-26,A Practical Guide to Efficient AI: Shelby Heinecke,,,A Practical Guide to Efficient AI: Shelby Heinecke,https://youtu.be/Yyg_BoeB2LU
2025-08-26,Moondream: how does a tiny vision model slap so hard?,Vikhyat Korrapati,,Moondream: how does a tiny vision model slap so hard? — Vikhyat Korrapati,https://youtu.be/T7sxvrJLJ14
2025-08-26,Navigating RAG Optimization with an Evaluation Driven Compass: Atita Arora and Deanna Emery,,,Navigating RAG Optimization with an Evaluation Driven Compass: Atita Arora and Deanna Emery,https://youtu.be/DId2KP8Ykz4
2025-08-26,How Zapier Builds AI Products and Features with the Help of Braintrust: Ankur Goyal & Olmo Maldonado,,,How Zapier Builds AI Products and Features with the Help of Braintrust: Ankur Goyal & Olmo Maldonado,https://youtu.be/fOtTHWeU6B8
2025-08-26,What It Actually Takes to Deploy GenAI Applications to Enterprises: Arjun Bansal and Trey Doig,,,What It Actually Takes to Deploy GenAI Applications to Enterprises: Arjun Bansal and Trey Doig,https://youtu.be/42q8OmAF_Gw
2025-08-26,Knowledge Graphs & GraphRAG: Techniques for Building Effective GenAI Applications: Zach Blumenthal,,,Knowledge Graphs & GraphRAG: Techniques for Building Effective GenAI Applications: Zach Blumenthal,https://youtu.be/2DyHW23L6Cs
2025-08-26,AI Engineering Without Borders,swyx,,AI Engineering Without Borders — swyx,https://youtu.be/eDr0m6R7fI4
2025-08-26,State Space Models for Realtime Multimodal Intelligence: Karan Goel,,,State Space Models for Realtime Multimodal Intelligence: Karan Goel,https://youtu.be/U9DPRZ0lSIQ
2025-08-26,Second Order Effects of AI: Cheng Lou,,,Second Order Effects of AI: Cheng Lou,https://youtu.be/apZXpgU_klw
2025-08-26,Build an AI Research Agent: Apoorva Joshi,,,Build an AI Research Agent: Apoorva Joshi,https://youtu.be/IRp7lvBlbHs
2025-08-26,The Multimodal Future of Education: Stefania Druga,,,The Multimodal Future of Education: Stefania Druga,https://youtu.be/qpmZID27t98
2025-08-26,Productionizing GenAI Models,Lessons from the world's best AI teams: Lukas Biewald,,Productionizing GenAI Models – Lessons from the world's best AI teams: Lukas Biewald,https://youtu.be/uiq95JYpBGY
2025-08-26,Code Generation and Maintenance at Scale: Morgante Pell,,,Code Generation and Maintenance at Scale: Morgante Pell,https://youtu.be/Ve-akpov78Q
2025-08-26,The Hierarchy of Needs for Training Dataset Development: Chang She and Noah Shpak,,,The Hierarchy of Needs for Training Dataset Development: Chang She and Noah Shpak,https://youtu.be/i2vBaFzCEJw
2025-08-26,No more bad outputs with structured generation: Remi Louf,,,No more bad outputs with structured generation: Remi Louf,https://youtu.be/aNmfvN6S_n4
2025-08-26,Realtime Data Connectivity for AI: Tanmai Gopal,,,Realtime Data Connectivity for AI: Tanmai Gopal,https://youtu.be/himhGiWJXjo
2025-08-26,Architecting and Testing Controllable Agents: Lance Martin,,,Architecting and Testing Controllable Agents: Lance Martin,https://youtu.be/ib-wTAvCZqg
2025-08-26,Breaking AI's 1-GHz Barrier: Sunny Madra,Groq,,Breaking AI's 1-GHz Barrier: Sunny Madra (Groq),https://youtu.be/gADhNzFjGeI
2025-08-26,Making Open Models 10x faster and better for Modern Application Innovation: Dmytro (Dima) Dzhulgakov,,,Making Open Models 10x faster and better for Modern Application Innovation: Dmytro (Dima) Dzhulgakov,https://youtu.be/C1CXwRYbwuQ
2025-08-26,We accidentally made an AI platform: Jamie Turner,,,We accidentally made an AI platform: Jamie Turner,https://youtu.be/JbyictbPFV0
2025-08-26,Building and Scaling an AI Agent Swarm of low latency real time voice bots: Damien Murphy,,,Building and Scaling an AI Agent Swarm of low latency real time voice bots: Damien Murphy,https://youtu.be/7_WhRAuP2Wg
2025-08-26,The era of unbounded products: Designing for Multimodal IO: Ben Hylak,,,The era of unbounded products: Designing for Multimodal IO: Ben Hylak,https://youtu.be/5nOLb27hQ5w
2025-08-26,Everything you need to know about Fine-tuning and Merging LLMs: Maxime Labonne,,,Everything you need to know about Fine-tuning and Merging LLMs: Maxime Labonne,https://youtu.be/uLrOI65XbDw
2025-08-26,LLM Scientific Reasoning: How to Make AI Capable of Nobel Prize Discoveries: Hubert Misztela,,,LLM Scientific Reasoning: How to Make AI Capable of Nobel Prize Discoveries: Hubert Misztela,https://youtu.be/gbM7k3NauNI
2025-08-26,How to Construct Domain Specific LLM Evaluation Systems: Hamel Husain and Emil Sedgh,,,How to Construct Domain Specific LLM Evaluation Systems: Hamel Husain and Emil Sedgh,https://youtu.be/eLXF0VojuSs
2025-08-26,From model weights to API endpoint with TensorRT LLM: Philip Kiely and Pankaj Gupta,,,From model weights to API endpoint with TensorRT LLM: Philip Kiely and Pankaj Gupta,https://youtu.be/Lko9lTGD_9U
2025-08-26,"Build enterprise generative AI apps using Llama 3 at 1,000 tokens/s on the SambaNova AI platform",,,"Build enterprise generative AI apps using Llama 3 at 1,000 tokens/s on the SambaNova AI platform",https://youtu.be/ksgLoPxEQzM
2025-08-26,Going beyond RAG: Extended Mind Transformers,Phoebe Klett,,Going beyond RAG: Extended Mind Transformers - Phoebe Klett,https://youtu.be/cS6M6Jec0lU
2025-08-26,Judging LLMs: Alex Volkov,,,Judging LLMs: Alex Volkov,https://youtu.be/IIL2tE4n1Q0
2025-08-26,Pydantic is STILL all you need: Jason Liu,,,Pydantic is STILL all you need: Jason Liu,https://youtu.be/pZ4DIH2BVqg
2025-08-26,Hyperspace More Nodes Is All You Need: Nicolas Schlaepfer,,,Hyperspace More Nodes Is All You Need: Nicolas Schlaepfer,https://youtu.be/-zzP0EUsZz4
2025-08-26,GraphRAG: The Marriage of Knowledge Graphs and RAG: Emil Eifrem,,,GraphRAG: The Marriage of Knowledge Graphs and RAG: Emil Eifrem,https://youtu.be/knDDGYHnnSI
2025-08-26,Building State of the Art Open Weights Tool Use: The Command R Family: Sandra Kublik,,,Building State of the Art Open Weights Tool Use: The Command R Family: Sandra Kublik,https://youtu.be/vNssL4u5jb8
2024-08-26,Git push get an AI API: Ryan Fox-Tyler,,,Git push get an AI API: Ryan Fox-Tyler,https://youtu.be/R7xlYs5p0yA
2024-08-26,Hypermode Launch: Kevin Van Gundy,,,Hypermode Launch: Kevin Van Gundy,https://youtu.be/8k848OeLc9E
2024-08-26,Disrupting the $15 Trillion Construction Industry with Autonomous Agents: Dr. Sarah Buchner,,,Disrupting the $15 Trillion Construction Industry with Autonomous Agents: Dr. Sarah Buchner,https://youtu.be/L0kBWyziFlc
2024-08-26,10x Development: LLMs For the working Programmer,Manuel Odendahl,,10x Development: LLMs For the working Programmer - Manuel Odendahl,https://youtu.be/zwItokY087U
2024-08-26,Building Reliable Agentic Systems: Eno Reyes,,,Building Reliable Agentic Systems: Eno Reyes,https://youtu.be/bjNYEc908oQ
2024-08-26,Building with Anthropic Claude: Prompt Workshop with Zack Witten,,,Building with Anthropic Claude: Prompt Workshop with Zack Witten,https://youtu.be/hkhDdcM5V94
2024-08-26,"Running AI Application in Minutes w/ AI Templates: Gabriela de Queiroz, Pamela Fox, Harald Kirschner",,,"Running AI Application in Minutes w/ AI Templates: Gabriela de Queiroz, Pamela Fox, Harald Kirschner",https://youtu.be/1t-9-s1brcg
2024-08-26,Decoding the Decoder LLM without de code: Ishan Anand,,,Decoding the Decoder LLM without de code: Ishan Anand,https://youtu.be/NamKkerrlnQ
2024-08-26,Using agents to build an agent company: Joao Moura,,,Using agents to build an agent company: Joao Moura,https://youtu.be/Dc99-zTMyMg
2024-08-26,What's new from Anthropic and what's next: Alex Albert,,,What's new from Anthropic and what's next: Alex Albert,https://youtu.be/EuC1GWhQdKE
2024-08-26,How Codeium Breaks Through the Ceiling for Retrieval: Kevin Hou,,,How Codeium Breaks Through the Ceiling for Retrieval: Kevin Hou,https://youtu.be/DuZXbinJ4Uc
2024-08-26,Emergence Launch: AI Agents and the future enterprise: Dr. Satya Nitta,,,Emergence Launch: AI Agents and the future enterprise: Dr. Satya Nitta,https://youtu.be/xhQfRSueFZI
2024-08-26,Low Level Technicals of LLMs: Daniel Han,,,Low Level Technicals of LLMs: Daniel Han,https://youtu.be/pRM_P6UfdIc
2024-08-26,"Fixing bugs in Gemma, Llama, & Phi 3: Daniel Han",,,"Fixing bugs in Gemma, Llama, & Phi 3: Daniel Han",https://youtu.be/TKmfBnW0mQA
2024-08-26,Copilots Everywhere: Thomas Dohmke and Eugene Yan,,,Copilots Everywhere: Thomas Dohmke and Eugene Yan,https://youtu.be/nZEaxaKmTG0
2024-08-26,Unlocking Developer Productivity across CPU and GPU with MAX: Chris Lattner,,,Unlocking Developer Productivity across CPU and GPU with MAX: Chris Lattner,https://youtu.be/7TnkqfX84gI
2024-08-26,From Software Developer to AI Engineer: Antje Barth,,,From Software Developer to AI Engineer: Antje Barth,https://youtu.be/90Ir4TMMbS0
2024-08-26,Lessons From A Year Building With LLMs,,,Lessons From A Year Building With LLMs,https://youtu.be/qBHfQT3YtyY
2024-08-26,Open Challenges for AI Engineering: Simon Willison,,,Open Challenges for AI Engineering: Simon Willison,https://youtu.be/eTTMUWP5B0s
2024-08-26,Llamafile: bringing AI to the masses with fast CPU inference: Stephen Hood and Justine Tunney,,,Llamafile: bringing AI to the masses with fast CPU inference: Stephen Hood and Justine Tunney,https://youtu.be/-mRi-B3t6fA
2024-08-26,The Future of Knowledge Assistants: Jerry Liu,,,The Future of Knowledge Assistants: Jerry Liu,https://youtu.be/zeAyuLc_f3Q
2024-08-26,The Making of Devin by Cognition AI: Scott Wu,,,The Making of Devin by Cognition AI: Scott Wu,https://youtu.be/T7NWjoD_OuY
2024-08-26,From Text to Vision to Voice Exploring Multimodality with Open AI: Romain Huet,,,From Text to Vision to Voice Exploring Multimodality with Open AI: Romain Huet,https://youtu.be/yJHw33cVeHo
2024-08-26,The Code AI Maturity Model and What It Means For You: Ado Kukic,,,The Code AI Maturity Model and What It Means For You: Ado Kukic,https://youtu.be/jpKCIVlS9wM
2024-08-26,How to Become an AI Engineer from a Fullstack Background,Reid Mayo,,How to Become an AI Engineer from a Fullstack Background - Reid Mayo,https://youtu.be/a0NwFm5NxGo
2024-08-26,Using AI to Build an Infinite Game: Jeff Schomay,,,Using AI to Build an Infinite Game: Jeff Schomay,https://youtu.be/_KFbT6eph5A
2024-08-26,GPT Web App Generator,10,000 apps created in a month: Matija Sosic,"GPT Web App Generator - 10,000 apps created in a month: Matija Sosic",https://youtu.be/atwSCxWFVMg
2024-08-26,Storyteller: Building Multi-modal Apps with TS & ModelFusion,Lars Grammel,PhD,"Storyteller: Building Multi-modal Apps with TS & ModelFusion - Lars Grammel, PhD",https://youtu.be/KnndhPSVF3E
2024-08-26,Open Questions for AI Engineering: Simon Willison,,,Open Questions for AI Engineering: Simon Willison,https://youtu.be/AjLVoAu-u-Q
2024-08-26,"Trust, but Verify: Shreya Rajpal",,,"Trust, but Verify: Shreya Rajpal",https://youtu.be/9-vGxMoUM9Y
2024-08-26,Harnessing the Power of LLMs Locally: Mithun Hunsur,,,Harnessing the Power of LLMs Locally: Mithun Hunsur,https://youtu.be/MwqUYRQloGw
2024-08-26,The Weekend AI Engineer: Hassan El Mghari,,,The Weekend AI Engineer: Hassan El Mghari,https://youtu.be/MarPORTD8vo
2024-08-26,120k players in a week: Lessons from the first viral CLIP app: Joseph Nelson,,,120k players in a week: Lessons from the first viral CLIP app: Joseph Nelson,https://youtu.be/OimPoLxioYg
2024-08-26,Building Production-Ready RAG Applications: Jerry Liu,,,Building Production-Ready RAG Applications: Jerry Liu,https://youtu.be/TRjq7t2Ms5I
2024-08-26,Retrieval Augmented Generation in the Wild: Anton Troynikov,,,Retrieval Augmented Generation in the Wild: Anton Troynikov,https://youtu.be/FDEmbYPgG-s
2024-08-26,Domain adaptation and fine-tuning for domain-specific LLMs: Abi Aryan,,,Domain adaptation and fine-tuning for domain-specific LLMs: Abi Aryan,https://youtu.be/cXPYtkosXG4
2024-08-26,Pragmatic AI with TypeChat: Daniel Rosenwasser,,,Pragmatic AI with TypeChat: Daniel Rosenwasser,https://youtu.be/UNKDAo8YNmg
2024-08-26,Building Reactive AI Apps: Matt Welsh,,,Building Reactive AI Apps: Matt Welsh,https://youtu.be/qpPgCA664xw
2024-08-26,AI Engineering 201: The Rest of the Owl,,,AI Engineering 201: The Rest of the Owl,https://youtu.be/zl4EdALzktU
2024-08-26,Move Fast Break Nothing: Dedy Kredo,,,Move Fast Break Nothing: Dedy Kredo,https://youtu.be/oJz4wveQ4oM
2024-08-26,"The AI Evolution: Mario Rodriguez, GitHub",,,"The AI Evolution: Mario Rodriguez, GitHub",https://youtu.be/yLa3i3rAdEE
2024-08-26,The AI Pivot: With Chris White of Prefect & Bryan Bischof of Hex,,,The AI Pivot: With Chris White of Prefect & Bryan Bischof of Hex,https://youtu.be/bDQn1w0idXs
2024-08-26,[Workshop] AI Engineering 201: Inference,,,[Workshop] AI Engineering 201: Inference,https://youtu.be/N7lJY5IKVLE
2024-08-26,The Hidden Life of Embeddings: Linus Lee,,,The Hidden Life of Embeddings: Linus Lee,https://youtu.be/YvobVu1l7GI
2024-08-26,[Workshop] AI Engineering 101,,,[Workshop] AI Engineering 101,https://youtu.be/C0ZUdFg-iTo
2024-08-26,Supabase Vector: The Postgres Vector database: Paul Copplestone,,,Supabase Vector: The Postgres Vector database: Paul Copplestone,https://youtu.be/MDxEXKkxf2Q
2024-08-26,Climbing the Ladder of Abstraction: Amelia Wattenberger,,,Climbing the Ladder of Abstraction: Amelia Wattenberger,https://youtu.be/PAy_GHUAICw
2024-08-26,The Intelligent Interface: Sam Whitmore & Jason Yuan of New Computer,,,The Intelligent Interface: Sam Whitmore & Jason Yuan of New Computer,https://youtu.be/ieWT6X2Yh_g
2024-08-26,Building Blocks for LLM Systems & Products: Eugene Yan,,,Building Blocks for LLM Systems & Products: Eugene Yan,https://youtu.be/LzeC1AQ-U5o
2024-08-26,Pydantic is all you need: Jason Liu,,,Pydantic is all you need: Jason Liu,https://youtu.be/yj-wSRJwrrc
2024-08-26,Building Context-Aware Reasoning Applications with LangChain and LangSmith: Harrison Chase,,,Building Context-Aware Reasoning Applications with LangChain and LangSmith: Harrison Chase,https://youtu.be/cwjs1WAG9CM
2024-08-26,"See, Hear, Speak, Draw: Logan Kilpatrick & Simón Fishman",,,"See, Hear, Speak, Draw: Logan Kilpatrick & Simón Fishman",https://youtu.be/bNZV9s3_u44
2024-08-26,The Age of the Agent: Flo Crivello,,,The Age of the Agent: Flo Crivello,https://youtu.be/lFMKXnpbhpQ
2024-08-26,"The Future of Work: Toran Bruce Richards, Silen Naihin et al",,,"The Future of Work: Toran Bruce Richards, Silen Naihin et al",https://youtu.be/ZYoZSU58m_Y
2024-08-26,Building AI For All: Amjad Masad & Michele Catasta,,,Building AI For All: Amjad Masad & Michele Catasta,https://youtu.be/ju73sWVtvU0
2024-08-26,"The 1,000x AI Engineer: Swyx",,,"The 1,000x AI Engineer: Swyx",https://youtu.be/qaJXBMwUkoE
2024-08-26,Announcing the AI Engineer Network: Benjamin Dunphy,,,Announcing the AI Engineer Network: Benjamin Dunphy,https://youtu.be/dQmseZ6kz8w
2024-08-26,Principles for Prompt Engineering,Karina Nguyen,Anthropic,Principles for Prompt Engineering - Karina Nguyen (Claude Instant @ Anthropic),https://youtu.be/6d60zVdcCV4
