날짜,제목,발표자,소속,원제목,링크
2025-12-26,Defying Gravity,Kevin Hou,Google DeepMind,"Defying Gravity - Kevin Hou, Google DeepMind",https://youtu.be/HN-F-OQe6j0
2025-12-26,Building Cursor Composer,Lee Robinson,Cursor,"Building Cursor Composer – Lee Robinson, Cursor",https://youtu.be/fL1iJHtl51Q
2025-12-26,Music from AIE Code Summit,Instrumentals,,Music from AIE Code Summit - Instrumentals,https://youtu.be/xAfp-znTRx8
2025-11-26,The Unbearable Lightness of Agent Optimization,Alberto Romero,Jointly,"The Unbearable Lightness of Agent Optimization — Alberto Romero, Jointly",https://youtu.be/zfvEMNmVlNY
2025-11-26,Backlog.md: Terminal Kanban Board for Managing Tasks with AI Agents,Alex Gavrilescu,Funstage,"Backlog.md: Terminal Kanban Board for Managing Tasks with AI Agents — Alex Gavrilescu, Funstage",https://youtu.be/zMXKhhwiCIc
2025-11-26,Agents are Robots Too: What Self-Driving Taught Me About Building Agents,Jesse Hu,Abundant,"Agents are Robots Too: What Self-Driving Taught Me About Building Agents — Jesse Hu, Abundant",https://youtu.be/qqXdLf3wy1E
2025-11-26,Vision: Zero Bugs,Johann Schleier-Smith,Temporal,"Vision: Zero Bugs — Johann Schleier-Smith, Temporal",https://youtu.be/qLqttdO33UM
2025-11-26,Compilers in the Age of LLMs,Yusuf Olokoba,Muna,"Compilers in the Age of LLMs — Yusuf Olokoba, Muna",https://youtu.be/q2nHsJVy4FE
2025-11-26,Developing Taste in Coding Agents: Applied Meta Neuro-Symbolic RL,Ahmad Awais,CommandCode,"Developing Taste in Coding Agents: Applied Meta Neuro-Symbolic RL — Ahmad Awais, CommandCode",https://youtu.be/kWOQS3XPZ10
2025-11-26,From Stateless Nightmares to Durable Agents,Samuel Colvin,Pydantic,"From Stateless Nightmares to Durable Agents — Samuel Colvin, Pydantic",https://youtu.be/flf_IKnFYnE
2025-11-26,Enterprise Deep Research: The Next Killer App for Enterprise AI,Ofer Mendelevitch,Vectara,"Enterprise Deep Research: The Next Killer App for Enterprise AI — Ofer Mendelevitch, Vectara",https://youtu.be/fh9LgKXBGnQ
2025-11-26,What Data from 20m Pull Requests Reveal About AI Transformation,Nick Arcolano,Jellyfish,"What Data from 20m Pull Requests Reveal About AI Transformation — Nick Arcolano, Jellyfish",https://youtu.be/WqZq8L-v9pA
2025-11-26,AI Copilots for Tech Architecture: The Highest-ROI Use Case You’re Not Building,Boris B.,Catio,"AI Copilots for Tech Architecture: The Highest-ROI Use Case You’re Not Building — Boris B., Catio",https://youtu.be/QRWdapxMdSY
2025-11-26,"Infra that fixes itself, thanks to coding agents",Mahmoud Abdelwahab,Railway,"Infra that fixes itself, thanks to coding agents — Mahmoud Abdelwahab, Railway",https://youtu.be/Q5IVm_CxN2w
2025-11-26,Context Platform Engineering to Reduce Token Anxiety,Val Bercovici,WEKA,"Context Platform Engineering to Reduce Token Anxiety — Val Bercovici, WEKA",https://youtu.be/NTBX-wxUhHs
2025-11-26,Context Engineering: Connecting the Dots with Graphs,Stephen Chin,Neo4j,"Context Engineering: Connecting the Dots with Graphs — Stephen Chin, Neo4j",https://youtu.be/LLuKshphGOE
2025-11-26,The Cure for the Vibe Coding Hangover,Corey J. Gallon,Rexmore,"The Cure for the Vibe Coding Hangover — Corey J. Gallon, Rexmore",https://youtu.be/JsKTQbT58BY
2025-11-26,Hacking Subagents Into Codex CLI,Brian John,Betterup,"Hacking Subagents Into Codex CLI — Brian John, Betterup",https://youtu.be/5eJqXtevlXg
2025-11-26,AI changes *Nothing*,Dax Raad,OpenCode,"AI changes *Nothing* — Dax Raad, OpenCode",https://youtu.be/o3gmwzo-Mik
2025-11-26,Z.ai GLM 4.6: What We Learned From 100 Million Open Source Downloads,Yuxuan Zhang,Z.ai,"Z.ai GLM 4.6: What We Learned From 100 Million Open Source Downloads — Yuxuan Zhang, Z.ai",https://youtu.be/m6MF1OR_9kM
2025-08-26,"Rishabh Garg, Tesla Optimus",Challenges in High Performance Robotics Systems,,"Rishabh Garg, Tesla Optimus — Challenges in High Performance Robotics Systems",https://youtu.be/bCGbuyv8PMk
2025-08-26,Building an Agentic Platform,Ben Kus,CTO Box,"Building an Agentic Platform — Ben Kus, CTO Box",https://youtu.be/12v5S1n1eOY
2025-08-26,Five hard earned lessons about Evals,Ankur Goyal,Braintrust,"Five hard earned lessons about Evals — Ankur Goyal, Braintrust",https://youtu.be/a4BV0gGmXgA
2025-08-26,Perceptual Evaluations: Evals for Aesthetics,Diego Rodriguez,Krea.ai,"Perceptual Evaluations: Evals for Aesthetics — Diego Rodriguez, Krea.ai",https://youtu.be/h5ItAJuB3Fc
2025-08-26,How BlackRock Builds Custom Knowledge Apps at Scale,Vaibhav Page & Infant Vasanth,BlackRock,"How BlackRock Builds Custom Knowledge Apps at Scale — Vaibhav Page & Infant Vasanth, BlackRock",https://youtu.be/08mH36_NVos
2025-08-26,Form factors for your new AI coworkers,Craig Wattrus,Flatfile,"Form factors for your new AI coworkers — Craig Wattrus, Flatfile",https://youtu.be/CiMVKnX-CNI
2025-08-26,Fuzzing in the GenAI Era,Leonard Tang,Haize Labs,"Fuzzing in the GenAI Era — Leonard Tang, Haize Labs",https://youtu.be/OMGPvW8TBHc
2025-08-26,Multi Agent AI and Network Knowledge Graphs for Change,Ola Mabadeje,Cisco,"Multi Agent AI and Network Knowledge Graphs for Change — Ola Mabadeje, Cisco",https://youtu.be/m0dxZ-NDKHo
2025-08-26,Wisdom-Driven Knowledge Augmented Generation at Scale,Chin Keong Lam,Patho AI,"Wisdom-Driven Knowledge Augmented Generation at Scale - Chin Keong Lam, Patho AI",https://youtu.be/9AQOvT8LnMI
2025-08-26,The Next Unicorns: 7 Top AI startups from the HF0 Residency,,,The Next Unicorns: 7 Top AI startups from the HF0 Residency,https://youtu.be/L8-5ezsoI5A
2025-08-26,#define AI Engineer,"Greg Brockman, OpenAI",ft. Jensen Huang,"#define AI Engineer - Greg Brockman, OpenAI (ft. Jensen Huang)",https://youtu.be/avWhreBUYF0
2025-08-26,The Future of Evals,Ankur Goyal,Braintrust,"The Future of Evals - Ankur Goyal, Braintrust",https://youtu.be/MC55hdWLq4o
2025-08-26,Designing AI-Intensive Applications,swyx,,Designing AI-Intensive Applications - swyx,https://youtu.be/IHkyFhU6JEY
2025-08-26,How to look at your data,Jeff Huber (Chroma) + Jason Liu,567,How to look at your data — Jeff Huber (Chroma) + Jason Liu (567),https://youtu.be/jryZvCuA0Uc
2025-08-26,On Engineering AI Systems that Endure The Bitter Lesson,Omar Khattab,DSPy & Databricks,"On Engineering AI Systems that Endure The Bitter Lesson - Omar Khattab, DSPy & Databricks",https://youtu.be/qdmxApz3EJI
2025-08-26,Evals Are Not Unit Tests,Ido Pesok,Vercel v0,"Evals Are Not Unit Tests — Ido Pesok, Vercel v0",https://youtu.be/L8OoYeDI_ls
2025-08-26,"2025 is the Year of Evals! Just like 2024, and 2023, and …",John Dickerson,CEO Mozilla AI,"2025 is the Year of Evals! Just like 2024, and 2023, and … — John Dickerson, CEO Mozilla AI",https://youtu.be/CQGuvf6gSrM
2025-08-26,Vibe Coding with Confidence,Itamar Friedman,Qodo,"Vibe Coding with Confidence — Itamar Friedman, Qodo",https://youtu.be/n991Yxo1aOI
2025-08-26,Full Workshop: Realtime Voice AI,Mark Backman,Daily,"Full Workshop: Realtime Voice AI — Mark Backman, Daily",https://youtu.be/nxuTVd7v7dg
2025-08-26,Vision AI in 2025,Peter Robicheaux,Roboflow,"Vision AI in 2025 — Peter Robicheaux, Roboflow",https://youtu.be/IQc05eCvNYE
2025-08-26,Practical tactics to build reliable AI apps,Dmitry Kuchin,Multinear,"Practical tactics to build reliable AI apps — Dmitry Kuchin, Multinear",https://youtu.be/-T6uZYYzkWw
2025-08-26,How to Improve your Vibe Coding,Ian Butler,,How to Improve your Vibe Coding — Ian Butler,https://youtu.be/g03m-WFEu1U
2025-08-26,Vibes won't cut it,Chris Kelly,Augment Code,"Vibes won't cut it — Chris Kelly, Augment Code",https://youtu.be/Dc3qOA9WOnE
2025-08-26,Real World Development with GitHub Copilot and VS Code,Harald Kirschner,Christopher Harrison,"Real World Development with GitHub Copilot and VS Code — Harald Kirschner, Christopher Harrison",https://youtu.be/eOxOzcw70f0
2025-08-26,Building Agents at Cloud Scale,Antje Barth,AWS,"Building Agents at Cloud Scale — Antje Barth, AWS",https://youtu.be/WJjInLeaJjo
2025-08-26,State of Startups and AI 2025,Sarah Guo,Conviction,"State of Startups and AI 2025 - Sarah Guo, Conviction",https://youtu.be/3MZS5gNElZM
2025-08-26,Useful General Intelligence,Danielle Perszyk,Amazon AGI,"Useful General Intelligence — Danielle Perszyk, Amazon AGI",https://youtu.be/Dj0b_cEBHBI
2025-08-26,The 2025 AI Engineering Report,Barr Yaron,Amplify,"The 2025 AI Engineering Report — Barr Yaron, Amplify",https://youtu.be/mQ7_Zje7WKE
2025-08-26,Agents vs Workflows: Why Not Both?,Sam Bhagwat,Mastra.ai,"Agents vs Workflows: Why Not Both? — Sam Bhagwat, Mastra.ai",https://youtu.be/8SUJEqQNClw
2025-08-26,Why We Don’t Need More Data Centers,Dr. Jasper Zhang,Hyperbolic,"Why We Don’t Need More Data Centers - Dr. Jasper Zhang, Hyperbolic",https://youtu.be/M6Vbaig1TsM
2025-08-26,Infrastructure for the Singularity,Jesse Han,Morph,"Infrastructure for the Singularity — Jesse Han, Morph",https://youtu.be/2goSS66XRBk
2025-08-26,Hacking the Inference Pareto Frontier,Kyle Kranen,NVIDIA,"Hacking the Inference Pareto Frontier - Kyle Kranen, NVIDIA",https://youtu.be/Y2qc0UhDSnc
2025-08-26,Pipecat Cloud: Enterprise Voice Agents Built On Open Source,Kwindla Hultman Kramer,Daily,"Pipecat Cloud: Enterprise Voice Agents Built On Open Source - Kwindla Hultman Kramer, Daily",https://youtu.be/IA4lZjh9sTs
2025-08-26,[Full Workshop] Building Conversational AI Agents,Thor Schaeff,ElevenLabs,"[Full Workshop] Building Conversational AI Agents - Thor Schaeff, ElevenLabs",https://youtu.be/MPtCBaZn84A
2025-08-26,From Self-driving to Autonomous Voice Agents,Brooke Hopkins,Coval,"From Self-driving to Autonomous Voice Agents — Brooke Hopkins, Coval",https://youtu.be/kDczF4wBh8s
2025-08-26,Your realtime AI is ngmi,"Sean DuBois (OpenAI), Kwindla Kramer",Daily,"Your realtime AI is ngmi — Sean DuBois (OpenAI), Kwindla Kramer (Daily)",https://youtu.be/E71YtNbCFXY
2025-08-26,Why ChatGPT Keeps Interrupting You,Dr. Tom Shapland,LiveKit,"Why ChatGPT Keeps Interrupting You — Dr. Tom Shapland, LiveKit",https://youtu.be/1v9zBiZKlIY
2025-08-26,"Serving Voice AI at $1/hr: Open-source, LoRAs, Latency, Load Balancing",Neil Dwyer,Gabber,"Serving Voice AI at $1/hr: Open-source, LoRAs, Latency, Load Balancing - Neil Dwyer, Gabber",https://youtu.be/rD23-VZZHOo
2025-08-26,How to defend your sites from AI bots,David Mytton,Arcjet,"How to defend your sites from AI bots — David Mytton, Arcjet",https://youtu.be/Gi4V8viBGYQ
2025-08-26,The Unofficial Guide to Apple’s Private Cloud Compute,Jmo,CONFSEC,"The Unofficial Guide to Apple’s Private Cloud Compute - Jmo, CONFSEC",https://youtu.be/CCsWZ5bJlO8
2025-08-26,How to Secure Agents using OAuth,Jared Hanson,"Keycard, Passport.js","How to Secure Agents using OAuth — Jared Hanson (Keycard, Passport.js)",https://youtu.be/blmAkayzE8M
2025-08-26,How we hacked YC Spring 2025 batch’s AI agents,Rene Brandel,Casco,"How we hacked YC Spring 2025 batch’s AI agents — Rene Brandel, Casco",https://youtu.be/kv-QAuKWllQ
2025-08-26,OpenAI on Securing Code-Executing AI Agents,Fouad Matin,"Codex, Agent Robustness","OpenAI on Securing Code-Executing AI Agents — Fouad Matin (Codex, Agent Robustness)",https://youtu.be/w7IMuYsBNr8
2025-08-26,Evaluating AI Search: A Practical Framework for Augmented AI Systems,Quotient AI + Tavily,,Evaluating AI Search: A Practical Framework for Augmented AI Systems — Quotient AI + Tavily,https://youtu.be/wRJD0inpmjU
2025-08-26,Scaling Enterprise-Grade RAG: Lessons from Legal Frontier,"Calvin Qi (Harvey), Chang She",Lance,"Scaling Enterprise-Grade RAG: Lessons from Legal Frontier - Calvin Qi (Harvey), Chang She (Lance)",https://youtu.be/W1MiZChnkfA
2025-08-26,Building Alice’s Brain: an AI Sales Rep that Learns Like a Human,Sherwood & Satwik,11x,"Building Alice’s Brain: an AI Sales Rep that Learns Like a Human - Sherwood & Satwik, 11x",https://youtu.be/KWmkMV0FNwQ
2025-08-26,"Layering every technique in RAG, one query at a time","David Karam, Pi Labs",fmr. Google Search,"Layering every technique in RAG, one query at a time - David Karam, Pi Labs (fmr. Google Search)",https://youtu.be/w9u11ioHGA0
2025-08-26,Building a Smarter AI Agent with Neural RAG,Will Bryk,Exa.ai,"Building a Smarter AI Agent with Neural RAG - Will Bryk, Exa.ai",https://youtu.be/xnXqpUW_Kp8
2025-08-26,[Full Workshop] Building Metrics that actually work,"David Karam, Pi Labs",fmr Google Search,"[Full Workshop] Building Metrics that actually work — David Karam, Pi Labs (fmr Google Search)",https://youtu.be/jxrGodnopHo
2025-08-26,Make your LLM app a Domain Expert: How to Build an Expert System,Christopher Lovejoy,Anterior,"Make your LLM app a Domain Expert: How to Build an Expert System — Christopher Lovejoy, Anterior",https://youtu.be/MRM7oA3JsFs
2025-08-26,Shipping Products When You Don't Know What they Can Do,Ben Stein,Teammates,"Shipping Products When You Don't Know What they Can Do — Ben Stein, Teammates",https://youtu.be/PthmdT92qNg
2025-08-26,Shipping something to someone always wins,Kenneth Auchenberg,"ex. Stripe, VSCode","Shipping something to someone always wins — Kenneth Auchenberg (ex. Stripe, VSCode)",https://youtu.be/mHzJhXppwUA
2025-08-26,"Why your product needs an AI product manager, and why it should be you",James Lowe,i.AI,"Why your product needs an AI product manager, and why it should be you — James Lowe, i.AI",https://youtu.be/xzJdSi2Tsqw
2025-08-26,"Everything is ugly, so go build something that isn't","Raiza Martin, Huxe",ex NotebookLM,"Everything is ugly, so go build something that isn't — Raiza Martin, Huxe (ex NotebookLM)",https://youtu.be/yG5d5UaGz1M
2025-08-26,Building the platform for agent coordination,Tom Moor,Linear,"Building the platform for agent coordination — Tom Moor, Linear",https://youtu.be/UG9IAdmi2Dg
2025-08-26,What Is a Humanoid Foundation Model? An Introduction to GR00T N1,Annika & Aastha,,What Is a Humanoid Foundation Model? An Introduction to GR00T N1 - Annika & Aastha,https://youtu.be/mWKYvT9Lc50
2025-08-26,Real-time Experiments with an AI Co-Scientist,Stefania Druga,fmr. Google Deepmind,"Real-time Experiments with an AI Co-Scientist - Stefania Druga, fmr. Google Deepmind",https://youtu.be/wNH3q9pqn0U
2025-08-26,Scaling AI Agents Without Breaking Reliability,Preeti Somal,Temporal,"Scaling AI Agents Without Breaking Reliability — Preeti Somal, Temporal",https://youtu.be/1izYWsokr9s
2025-08-26,Ship Agents that Ship: A Hands-On Workshop,Kyle Penfound,"Jeremy Adams, Dagger","Ship Agents that Ship: A Hands-On Workshop - Kyle Penfound, Jeremy Adams, Dagger",https://youtu.be/Fzb1a24hF-o
2025-08-26,The AI Engineer’s Guide to Raising VC,"Dani Grant (Jam), Chelcie Taylor",Notable,"The AI Engineer’s Guide to Raising VC — Dani Grant (Jam), Chelcie Taylor (Notable)",https://youtu.be/YYNXFsUutbM
2025-08-26,"Strategies for LLM Evals (GuideLLM, lm-eval-harness, OpenAI Evals Workshop)",Taylor Jordan Smith,,"Strategies for LLM Evals (GuideLLM, lm-eval-harness, OpenAI Evals Workshop) — Taylor Jordan Smith",https://youtu.be/89NuzmKokIk
2025-08-26,Why you should care about AI interpretability,Mark Bissell,Goodfire AI,"Why you should care about AI interpretability - Mark Bissell, Goodfire AI",https://youtu.be/6AVMHZPjpTQ
2025-08-26,Information Retrieval from the Ground Up,Philipp Krenn,Elastic,"Information Retrieval from the Ground Up - Philipp Krenn, Elastic",https://youtu.be/4Xe_iMYxBQc
2025-08-26,Introduction to LLM serving with SGLang,Philip Kiely and Yineng Zhang,Baseten,"Introduction to LLM serving with SGLang - Philip Kiely and Yineng Zhang, Baseten",https://youtu.be/Ahtaha9fEM0
2025-08-26,Waymo's EMMA: Teaching Cars to Think,Jyh Jing Hwang,Waymo,"Waymo's EMMA: Teaching Cars to Think - Jyh Jing Hwang, Waymo",https://youtu.be/iS9YFW28XyM
2025-08-26,Robotics: why now?,Quan Vuong and Jost Tobias Springberg,Physical Intelligence,"Robotics: why now? - Quan Vuong and Jost Tobias Springberg, Physical Intelligence",https://youtu.be/cGLa8DsOYdk
2025-08-26,A2A & MCP Workshop: Automating Business Processes with LLMs,Damien Murphy,Bench,"A2A & MCP Workshop: Automating Business Processes with LLMs — Damien Murphy, Bench",https://youtu.be/wXVvfFMTyzY
2025-08-26,Piloting agents in GitHub Copilot,Christopher Harrison,Microsoft,"Piloting agents in GitHub Copilot - Christopher Harrison, Microsoft",https://youtu.be/DdaAABdAqZY
2025-08-26,"Ship Production Software in Minutes, Not Months",Eno Reyes,Factory,"Ship Production Software in Minutes, Not Months — Eno Reyes, Factory",https://youtu.be/iheWKg2Tkrk
2025-08-26,Beyond the Prototype: Using AI to Write High-Quality Code,Josh Albrecht,Imbue,"Beyond the Prototype: Using AI to Write High-Quality Code - Josh Albrecht, Imbue",https://youtu.be/x_1EumTaXeE
2025-08-26,Software Development Agents: What Works and What Doesn't,Robert Brennan,OpenHands,"Software Development Agents: What Works and What Doesn't - Robert Brennan, OpenHands",https://youtu.be/o_hhkJtlbSs
2025-08-26,Devin 2.0 and the Future of SWE,Scott Wu,Cognition,"Devin 2.0 and the Future of SWE - Scott Wu, Cognition",https://youtu.be/MI83buT_23o
2025-08-26,Your Coding Agent Just Got Cloned And Your Brain Isn't Ready,Rustin Banks,Google Jules,"Your Coding Agent Just Got Cloned And Your Brain Isn't Ready - Rustin Banks, Google Jules",https://youtu.be/X4BwOu0GWb8
2025-08-26,"Latent Space Paper Club: AIEWF Special Edition (Test of Time, DeepSeek R1/V3)",VIbhu Sapra,,"Latent Space Paper Club: AIEWF Special Edition (Test of Time, DeepSeek R1/V3) — VIbhu Sapra",https://youtu.be/9k3xPh-40mo
2025-08-26,Human seeded Evals,Samuel Colvin,Pydantic,"Human seeded Evals — Samuel Colvin, Pydantic",https://youtu.be/o_LRtAomJCs
2025-08-26,Building AI Products That Actually Work,"Ben Hylak (Raindrop), Sid Bendre",Oleve,"Building AI Products That Actually Work — Ben Hylak (Raindrop), Sid Bendre (Oleve)",https://youtu.be/eSvXbb2EBYc
2025-08-26,Rise of the AI Architect,Clay Bavor,"Cofounder, Sierra w/ Alessio Fanelli","Rise of the AI Architect — Clay Bavor, Cofounder, Sierra w/ Alessio Fanelli",https://youtu.be/C3geUfBR2js
2025-08-26,AI That Pays: Lessons from Revenue Cycle,Nathan Wan,Ensemble Health,"AI That Pays: Lessons from Revenue Cycle — Nathan Wan, Ensemble Health",https://youtu.be/TquUsN1QsWs
2025-08-26,Structuring a modern AI team,Denys Linkov,Wisedocs,"Structuring a modern AI team — Denys Linkov, Wisedocs",https://youtu.be/SbUxRluVRwk
2025-08-26,The Rise of Open Models in the Enterprise,Amir Haghighat,Baseten,"The Rise of Open Models in the Enterprise — Amir Haghighat, Baseten",https://youtu.be/3WV1vT0B0cg
2025-08-26,Mentoring the Machine,Eric Hou,Augment Code,"Mentoring the Machine — Eric Hou, Augment Code",https://youtu.be/Zniw5c9_jx8
2025-08-26,Building Applications with AI Agents,Michael Albada,Microsoft,"Building Applications with AI Agents — Michael Albada, Microsoft",https://youtu.be/R30col3UPUg
2025-08-26,AX is the only Experience that Matters,Ivan Burazin,Daytona,"AX is the only Experience that Matters - Ivan Burazin, Daytona",https://youtu.be/e9sLVMN76qU
2025-08-26,How to build Enterprise Aware Agents,Chau Tran,Glean,"How to build Enterprise Aware Agents - Chau Tran, Glean",https://youtu.be/hxFpUcvWPcU
2025-08-26,Monetizing AI,Alvaro Morales,Orb,"Monetizing AI — Alvaro Morales, Orb",https://youtu.be/6WQYLQB0odc
2025-08-26,Does AI Actually Boost Developer Productivity? (100k Devs Study),Yegor Denisov-Blanch,Stanford,"Does AI Actually Boost Developer Productivity? (100k Devs Study) - Yegor Denisov-Blanch, Stanford",https://youtu.be/tbDDYKRFjhk
2025-08-26,How agents will unlock the $500B promise of AI,Donald Hruska,Retool,"How agents will unlock the $500B promise of AI - Donald Hruska, Retool",https://youtu.be/Lqq_LcBaJCc
2025-08-26,How Intuit uses LLMs to explain taxes to millions of taxpayers,Jaspreet Singh,Intuit,"How Intuit uses LLMs to explain taxes to millions of taxpayers - Jaspreet Singh, Intuit",https://youtu.be/_zl_zimMRak
2025-08-26,3 ingredients for building reliable enterprise agents,Harrison Chase,LangChain/LangGraph,"3 ingredients for building reliable enterprise agents - Harrison Chase, LangChain/LangGraph",https://youtu.be/kTnfJszFxCg
2025-08-26,From Hype to Habit: How We’re Building an AI-First SaaS Company—While Still Shipping the Roadmap,,,From Hype to Habit: How We’re Building an AI-First SaaS Company—While Still Shipping the Roadmap,https://youtu.be/3YGRcgZJ3yc
2025-08-26,Machines of Buying and Selling Grace,Adam Behrens,New Generation,"Machines of Buying and Selling Grace - Adam Behrens, New Generation",https://youtu.be/zlZz0mDF2eg
2025-08-26,How to Build Planning Agents without losing control,Yogendra Miraje,Factset,"How to Build Planning Agents without losing control - Yogendra Miraje, Factset",https://youtu.be/sl3icG-IjHo
2025-08-26,Building Agents (the hard parts!),Rita Kozlov,Cloudflare,"Building Agents (the hard parts!) - Rita Kozlov, Cloudflare",https://youtu.be/j_TKDweOsYE
2025-08-26,POC to PROD: Hard Lessons from 200+ Enterprise GenAI Deployments,Randall Hunt,Caylent,"POC to PROD: Hard Lessons from 200+ Enterprise GenAI Deployments - Randall Hunt, Caylent",https://youtu.be/vW8wLsb3Nnc
2025-08-26,"Build Dynamic Products, and Stop the AI Sideshow",Eliza Cabrera (Workday) + Jeremy Silva,Freeplay,"Build Dynamic Products, and Stop the AI Sideshow — Eliza Cabrera (Workday) + Jeremy Silva (Freeplay)",https://youtu.be/CB-4NKDYnRs
2025-08-26,The Billable Hour is Dead; Long Live the Billable Hour,Kevin Madura + Mo Bhasin,Alix Partners,"The Billable Hour is Dead; Long Live the Billable Hour — Kevin Madura + Mo Bhasin, Alix Partners",https://youtu.be/Wv1tAxKYLeE
2025-08-26,From Copilot to Colleague: Trustworthy Agents for High-Stakes,Joel Hron,CTO Thomson Reuters,"From Copilot to Colleague: Trustworthy Agents for High-Stakes - Joel Hron, CTO Thomson Reuters",https://youtu.be/kDEvo2__Ijg
2025-08-26,How to Hire AI Engineers when EVERYONE is cheating with AI,Beth Glenfield,DevDay,"How to Hire AI Engineers when EVERYONE is cheating with AI — Beth Glenfield, DevDay",https://youtu.be/Zqu0VaJw3vo
2025-08-26,Stateful environments for vertical agents,Josh Purtell,Synth Labs,"Stateful environments for vertical agents — Josh Purtell, Synth Labs",https://youtu.be/5rMc-moNVx0
2025-08-26,Books reimagined: AI to create new experiences for things you know,Lukasz Gandecki,TheBrain.pro,"Books reimagined: AI to create new experiences for things you know — Lukasz Gandecki, TheBrain.pro",https://youtu.be/Kcka7rzcxLk
2025-08-26,AI powered entomology: Lessons from millions of AI code reviews,Tomas Reimers,Graphite,"AI powered entomology: Lessons from millions of AI code reviews — Tomas Reimers, Graphite",https://youtu.be/TswQeKftnaw
2025-08-26,Critical AI Inference your CIO can Trust,Sahil Yadav,"Hariharan Ganesan, Telemetrak","Critical AI Inference your CIO can Trust — Sahil Yadav, Hariharan Ganesan, Telemetrak",https://youtu.be/6Tpm4m1YxHk
2025-08-26,How to run Evals at Scale: Thinking beyond Accuracy or Similarity,Muktesh Mishra,Adobe,"How to run Evals at Scale: Thinking beyond Accuracy or Similarity — Muktesh Mishra, Adobe",https://youtu.be/coKKKKh8Vns
2025-08-26,Continuous Profiling for GPUs,Matthias Loibl,Polar Signals,"Continuous Profiling for GPUs — Matthias Loibl, Polar Signals",https://youtu.be/wt8gzWR6auQ
2025-08-26,Top Ten Challenges to Reach AGI,Stephen Chin,Andreas Kollegger,"Top Ten Challenges to Reach AGI — Stephen Chin, Andreas Kollegger",https://youtu.be/ypyvj_56sBU
2025-08-26,Practical GraphRAG: Making LLMs smarter with Knowledge Graphs,Michael,"Jesus, and Stephen, Neo4j","Practical GraphRAG: Making LLMs smarter with Knowledge Graphs — Michael, Jesus, and Stephen, Neo4j",https://youtu.be/XNneh6-eyPg
2025-08-26,Knowledge Graphs in Litigation Agents,Tom Smoker,WhyHow,"Knowledge Graphs in Litigation Agents — Tom Smoker, WhyHow",https://youtu.be/yYxr6LdXNWM
2025-08-26,When Vectors Break Down: Graph-Based RAG for Dense Enterprise Knowledge,Sam Julien,Writer,"When Vectors Break Down: Graph-Based RAG for Dense Enterprise Knowledge - Sam Julien, Writer",https://youtu.be/XlAIgmi_Vow
2025-08-26,Stop Using RAG as Memory,Daniel Chalef,Zep,"Stop Using RAG as Memory — Daniel Chalef, Zep",https://youtu.be/T5IMo5ntyhA
2025-08-26,HybridRAG: A Fusion of Graph and Vector Retrieval,Mitesh Patel,NVIDIA,"HybridRAG: A Fusion of Graph and Vector Retrieval - Mitesh Patel, NVIDIA",https://youtu.be/-tgQa8Fzf80
2025-08-26,tldraw.computer,Steve Ruiz,tldraw,"tldraw.computer - Steve Ruiz, tldraw",https://youtu.be/1C2TdPkj6aQ
2025-08-26,Excalidraw: AI and Human Whiteboarding Partnership,Christopher Chedeau,,Excalidraw: AI and Human Whiteboarding Partnership - Christopher Chedeau,https://youtu.be/aopgVJBQC0o
2025-08-26,The Bitter Layout or: How I Learned to Love the Model Picker,Maximillian Piras,Yutori,"The Bitter Layout or: How I Learned to Love the Model Picker — Maximillian Piras, Yutori",https://youtu.be/BZtD0yYAgCQ
2025-08-26,UX Design Principles for Semi Autonomous Multi Agent Systems,Victor Dibia,Microsoft,"UX Design Principles for Semi Autonomous Multi Agent Systems — Victor Dibia, Microsoft",https://youtu.be/fmZWvE7yDZo
2025-08-26,Agentic GraphRAG: AI’s Logical Edge,Stephen Chin,Neo4j,"Agentic GraphRAG: AI’s Logical Edge — Stephen Chin, Neo4j",https://youtu.be/AvVoJBxgSQk
2025-08-26,CIAM for AI: Authn/Authz for Agents,Michael Grinich,CEO of WorkOS,"CIAM for AI: Authn/Authz for Agents — Michael Grinich, CEO of WorkOS",https://youtu.be/D4Dswf-__RM
2025-08-26,Good design hasn’t changed with AI,John Pham,SF Compute,"Good design hasn’t changed with AI — John Pham, SF Compute",https://youtu.be/7e7eVtcygCM
2025-08-26,Building Effective Voice Agents,Toki Sherbakov + Anoop Kotha,OpenAI,"Building Effective Voice Agents — Toki Sherbakov + Anoop Kotha, OpenAI",https://youtu.be/-OXiljTJxQU
2025-08-26,What every AI engineer needs to know about GPUs,Charles Frye,Modal,"What every AI engineer needs to know about GPUs — Charles Frye, Modal",https://youtu.be/y-UGrYbJsJk
2025-08-26,Robots as professional Chefs,Nikhil Abraham,CloudChef,"Robots as professional Chefs - Nikhil Abraham, CloudChef",https://youtu.be/MBWGiWJDlSo
2025-08-26,"[Full Workshop] Reinforcement Learning, Kernels, Reasoning, Quantization & Agents",Daniel Han,,"[Full Workshop] Reinforcement Learning, Kernels, Reasoning, Quantization & Agents — Daniel Han",https://youtu.be/OkEGJ5G3foU
2025-08-26,A Taxonomy for Next-gen Reasoning,Nathan Lambert,Allen Institute (AI2) & Interconnects.ai,"A Taxonomy for Next-gen Reasoning — Nathan Lambert, Allen Institute (AI2) & Interconnects.ai",https://youtu.be/jQcsVk0KWiQ
